author,content,description,publishedAt,source,title,url,urlToImage
CNA,"BRASILIA: Brazil's far-right President Jair Bolsonaro on Friday (Jun 14) criticized the Supreme Court's decision to criminalize homophobia, saying it could ""hurt"" gays by deterring companies from hiring them.
Bolsonaro, who has a history of homophobic remark… [+1673 chars]","Brazil's far-right President Jair Bolsonaro on Friday criticized the Supreme Court's decision to criminalize homophobia, saying it could ""hurt"" gays by deterring companies from hiring them.",2019-06-14T22:53:37Z,"{'id': None, 'name': 'Channelnewsasia.com'}",Brazil's president says criminalizing homophobia could 'hurt' gays,https://www.channelnewsasia.com/news/world/brazil-s-president-says-criminalizing-homophobia-could--hurt--gays-11629710,"https://cna-sg-res.cloudinary.com/image/upload/q_auto,f_auto/image/11629708/16x9/991/557/106a4924aed3d6808e1dab1911a9a7aa/nB/rio-de-janeiro-boasts-one-of-the-world-s-largest-gay-pride-parades-such-as-this-one-on-copacabana-beach-in-september-2018-1560551812319-2.jpg"
CNA,"RIO DE JANEIRO: A Brazilian judge on Friday (Jun 14) acquitted a mentally ill man of attacking far-right President Jair Bolsonaro on last year's campaign trail, but jailed him for an ""indefinite period"".
Adelio Bispo de Oliveira stabbed Bolsonaro in the stom… [+1113 chars]","A Brazilian judge on Friday acquitted a mentally ill man of attacking far-right President Jair Bolsonaro on last year's campaign trail, but jailed him for an ""indefinite period.""",2019-06-15T01:22:32Z,"{'id': None, 'name': 'Channelnewsasia.com'}",Man who stabbed Brazil's Bolsonaro jailed indefinitely,https://www.channelnewsasia.com/news/world/man-who-stabbed-brazil-s-bolsonaro-jailed-indefinitely-11629898,"https://cna-sg-res.cloudinary.com/image/upload/q_auto,f_auto/image/11629896/16x9/991/557/afea88924fbfaf18fb47b43066076fe9/so/brazil-s-then-presidential-candidate-jair-bolsonaro-grimaces-after-being-stabbed-during-a-campaign-rally-in-juiz-de-fora-in-southern-brazil-on-september-6-2018-1560560826122-6.jpg"
Angelica Mari,"Brazil's national strategy for Internet of Things (IoT) has moved closer to reality as the plan has now been submitted today (June 14) to be signed into law.
The minister for science, technology, innovation and communications, Marcos Pontes, has forwarded th… [+1402 chars]",The final version of the hotly anticipated national strategy now needs to be signed into law by the president.,2019-06-14T20:18:09Z,"{'id': None, 'name': 'Zdnet.com'}",Brazilian IoT plan inches closer to reality,https://www.zdnet.com/article/brazilian-iot-plan-inches-closer-to-reality/,https://zdnet4.cbsistatic.com/hub/i/r/2017/03/03/930af4e4-7ada-479e-83dd-8d4f30c6f20e/thumbnail/770x578/c103401d3453716c7d01b72f9e4f7eae/iot.jpg
The Associated Press,"A Brazilian judge on Friday absolved the man who stabbed then-presidential candidate Jair Bolsonaro in his torso last year, citing his mental illness and ordering him held indefinitely in a prison mental facility.
Adélio Bispo de Oliveira has been in police … [+1842 chars]","A judge in Brazil has absolved the man who stabbed then-presidential candidate Jair Bolsonaro in his torso last year, citing his mental illness and ordering him held indefinitely in a prison mental institution",2019-06-15T02:36:27Z,"{'id': 'abc-news', 'name': 'ABC News'}",Judges absolves Bolsonaro attacker because of mental illness,https://abcnews.go.com/International/wireStory/judges-absolves-bolsonaro-attacker-mental-illness-63728209,https://s.abcnews.com/images/International/WireAP_40cac361a4954eb985ef4590b49af643_16x9_992.jpg
mfrialde,"A giant rainbow flag is pictured during the Gay Pride parade at Copacabana beach in Rio de Janeiro, Brazil on September 30, 2018. (Photo by Mauro Pimentel / AFP)
BRASILIA, Brazil — Brazil’s far-right President Jair Bolsonaro on Friday criticized the Supreme … [+2000 chars]","BRASILIA, Brazil -- Brazil's far-right President Jair Bolsonaro on Friday criticized the Supreme Court's decision to criminalize homophobia The post Brazil’s president says criminalizing homophobia could ‘hurt’ gays appeared first on Inquirer News.",2019-06-14T23:22:29Z,"{'id': None, 'name': 'Inquirer.net'}",Brazil’s president says criminalizing homophobia could ‘hurt’ gays,https://newsinfo.inquirer.net/1130539/brazils-president-says-criminalizing-homophobia-could-hurt-gays,https://newsinfo.inquirer.net/files/2019/06/000_19N50V-620x413.jpg
John Feffer,"Democracy faces a global crisis. And this crisis couldnt be coming at a worse time.
If youre a supporter of Donald Trump or Jair Bolsonaro in Brazil or Matteo Salvini in Italy you probably think that democracy has never been in better health. Recent election… [+12532 chars]",Democracy faces a global crisis. And this crisis couldn’t be coming at a worse time. If you’re a supporter of Donald Trump — or Jair Bolsonaro in Brazil or Matteo Salvini in Italy — you probably think that democracy has never been in better health. Recent ele…,2019-06-14T19:19:43Z,"{'id': None, 'name': 'Fairobserver.com'}",Democracy Faces a Global Crisis,https://www.fairobserver.com/politics/democracy-crisis-elections-populism-donald-trump-latest-world-news-34942/,https://www.fairobserver.com/wp-content/uploads/2019/06/Democracy-news-Democracy-populism-world-news.jpg
TALES AZZONI,"SAO PAULO (AP) Philippe Coutinho helped Brazil overcome the absence of Neymar by scoring twice in Brazil’s 3-0 win over Bolivia in the opening match of the Copa America on Friday.
Coutinho converted a penalty kick awarded by video review in the 50th minute a… [+2266 chars]",SAO PAULO (AP) — Philippe Coutinho helped Brazil overcome the absence of Neymar by scoring twice in Brazil’s 3-0 win over Bolivia in the opening match of the Copa America on Friday. Coutinho converted a penalty kick awarded by video review in the 50th minute …,2019-06-15T02:26:12Z,"{'id': None, 'name': 'Seattletimes.com'}",Coutinho leads Brazil to opening win in Copa America,https://www.seattletimes.com/sports/coutinho-leads-brazil-to-opening-win-in-copa-america/,https://static.seattletimes.com/wp-content/uploads/2019/06/urn-publicid-ap-org-41d995fdbe6f42ee8acb2497305ef03dBrazil_Soccer_Copa_America_Bolivia_60411-1200x630.jpg
Tsvetana Paraskova,"Workers at Brazilian state-held oil firm Petrobras joined on Friday a 24-hour nationwide strike in Brazil against proposed pension reforms that would raise the minimum retirement age and workers’ contributions, the United Federation of Oil Workers, FUP, said … [+1860 chars]","Workers at Brazilian state-held oil firm Petrobras joined on Friday a 24-hour nationwide strike in Brazil against proposed pension reforms that would raise the minimum retirement age and workers’ contributions, the United Federation of Oil Workers, FUP, said …",2019-06-14T19:00:00Z,"{'id': None, 'name': 'Oilprice.com'}",Brazil’s Oil Sector Joins Nationwide Strike Against Pension Reform,https://oilprice.com/Latest-Energy-News/World-News/Brazils-Oil-Sector-Joins-Nationwide-Strike-Against-Pension-Reform.html,https://d32r1sh890xpii.cloudfront.net/news/718x300/ffa321bdfbd06f48c61a92eb73d77a95.jpg
Jessica Campisi,"Brazils Supreme Court ruled Thursday that discrimination and hateful acts against gay and transgender people fell within the country's anti-racism laws.
The country's high court ruled 8-3 that homophobic and transphobic violence falls under the existing anti… [+1465 chars]",Brazil's Supreme Court voted Thursday to criminalize discrimination and hateful acts against gay and transgender people within the country under anti-racism laws.The country's high court voted...,2019-06-14T19:15:24Z,"{'id': 'the-hill', 'name': 'The Hill'}",Brazil's Supreme Court makes anti-LGBT discrimination a crime,https://thehill.com/policy/international/448625-brazils-supreme-court-makes-anti-lgbt-discrimination-a-crime,https://thehill.com/sites/default/files/lgbtprideflag_060719getty.jpg
The Associated Press,"RIO DE JANEIRO - A judge in Brazil on Friday absolved the man who stabbed then-presidential candidate Jair Bolsonaro in his torso last year, citing his mental illness and ordering him held indefinitely in a prison mental institution.
Adelio Bispo has been in… [+1374 chars]","RIO DE JANEIRO - A judge in Brazil on Friday absolved the man who stabbed then-presidential candidate Jair Bolsonaro in his torso last year, citing his mental illness and ordering him held indefinitely in a prison mental institution.",2019-06-15T01:46:37Z,"{'id': None, 'name': 'Thestar.com'}",Judges absolves Bolsonaro attacker because of mental illness,https://www.thestar.com/news/world/americas/2019/06/14/judges-absolves-bolsonaro-attacker-because-of-mental-illness.html,https://www.thestar.com/assets/img/thestar-ribbon.png
By TALES AZZONI AP Sports Writer,"SAO PAULO (AP) Philippe Coutinho helped Brazil overcome the absence of Neymar by scoring twice in Brazil's 3-0 win over Bolivia in the opening match of the Copa America on Friday.
Coutinho converted a penalty kick awarded by video review in the 50th minute a… [+2389 chars]",SAO PAULO (AP) — Philippe Coutinho helped Brazil overcome the absence of Neymar by scoring twice in Brazil's 3-0 win over Bolivia in the opening match of the Copa America on Friday.,2019-06-15T02:26:12Z,"{'id': 'associated-press', 'name': 'Associated Press'}",Coutinho leads Brazil to opening win in Copa America,https://apnews.com/41d995fdbe6f42ee8acb2497305ef03d,https://bloximages.newyork1.vip.townnews.com/stltoday.com/content/tncms/assets/v3/editorial/9/0c/90c27f97-b545-5deb-a039-cf68bda2a6c6/5d045bf5cd046.image.jpg?crop=1763%2C992%2C0%2C91&resize=1120%2C630&order=crop%2Cresize
Agence France-Presse,,"BRASILIA, Brazil – Brazil's far-right President Jair Bolsonaro on Friday, June 14, criticized the Supreme Court's decision to criminalize homophobia, saying it could ""hurt"" gays by deterring companies from hiring them. Bolsonaro, who has a history of homophob…",2019-06-15T01:44:41Z,"{'id': None, 'name': 'Rappler.com'}",Brazil's president says criminalizing homophobia could 'hurt' gays,https://www.rappler.com/world/regions/latin-america/233106-brazil-president-criminalizing-homophobia-hurt-gays,https://assets.rappler.com/612F469A6EA84F6BAE882D2B94A4B421/img/D8F26E0372F448A6A5E49B0F251E4D38/brazil-pride-afp-06152019.jpg
,,"A judge in Brazil has absolved the man who stabbed then-presidential candidate Jair Bolsonaro in his torso last year, citing his mental illness and ordering him held indefinitely in a prison mental institution",2019-06-15T02:38:28Z,"{'id': 'the-washington-post', 'name': 'The Washington Post'}",Judges absolves Bolsonaro attacker because of mental illness,https://www.washingtonpost.com/world/the_americas/judges-absolves-bolsonaro-attacker-because-of-mental-illness/2019/06/14/a780adb2-8f16-11e9-b6f4-033356502dce_story.html,
,"A judge in Brazil has absolved the man who stabbed then-presidential candidate Jair Bolsonaro in his torso last year, citing his mental illness and ordering him held indefinitely in a prison mental institution.
Adelio Bispo has been in police custody since S… [+469 chars]","A judge in Brazil has absolved the man who stabbed then-presidential candidate Jair Bolsonaro in his torso last year, citing his mental illness and ordering him held indefinitely in a prison mental institution.",2019-06-15T02:00:05Z,"{'id': 'cbc-news', 'name': 'CBC News'}",Judge absolves man who stabbed Brazil's Jair Bolsonaro during election campaign,https://www.cbc.ca/news/world/brazil-bolsonaro-stabbed-judge-absolved-1.5177035,https://i.cbc.ca/1.4814007.1536299418!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/afp-18w9j4.jpg
Carlos Aguilar,"At first, few Brazilian animated shorts participated, but over the years, the quality and number of locally-produced Brazilian content has greatly increased. For each of the last five editions, there were an average of 100 Brazilian works selected. Last year,… [+2844 chars]",The organizers are calling on the global animation community to donate to a crowdfunding campaign so they can hold this year's edition. The post Brazil’s Anima Mundi Festival Is In Danger Of Not Happening After Its Funding Is Cut appeared first on Cartoon Bre…,2019-06-14T17:29:24Z,"{'id': None, 'name': 'Cartoonbrew.com'}",Brazil’s Anima Mundi Festival Is In Danger Of Not Happening After Its Funding Is Cut,https://www.cartoonbrew.com/festivals/brazils-anima-mundi-is-in-danger-of-not-happening-after-its-funding-is-cut-175004.html,https://www.cartoonbrew.com/wp-content/uploads/2019/06/Anima-Mundi.jpg
GZERO Media,"Fair courts. Independent prosecutors. Clean police. Leaders who are held to account These things are essential for a society to function under what we call rule of law. In a busy news week, three of the biggest stories in the world shared a common thread: the… [+2259 chars]",Is anti-trust action a good way to deal with tech companies?It is certainly a way to get the attention of tech companies. They fear it massively. But breaking up these companies into different components - way harder than most people think.Is Apple changing t…,2019-06-14T18:05:08Z,"{'id': None, 'name': 'Gzeromedia.com'}",Is anti-trust action a good way to deal with tech companies? - GZERO Media,https://www.gzeromedia.com/is-anti-trust-action-a-good-way-to-deal-with-tech-companies,https://gzeromedia-img.rbl.ms/simage/https%3A%2F%2Fassets.rbl.ms%2F19600171%2F1200x600.jpg/2000%2C2000/fi9cpd3OQZj8ynaE/img.jpg
